id,date,customer_id,product_id,quantity,amount,discount,status,region
2978,2024-08-16,28,9,10,799.9,0,pending,South
2979,2024-08-06,89,11,2,49.98,0,completed,East
2980,2024-02-26,20,15,3,25.47,0.15,completed,South
2981,2024-03-18,193,5,10,2849.9,0.05,completed,West
2982,2024-06-19,89,21,2,259.98,0,completed,East
2983,2025-02-15,91,7,9,485.92,0.1,pending,South
2984,2024-01-10,152,15,8,79.92,0,completed,South
2985,2025-10-12,73,5,6,1799.94,0,completed,East
2986,2025-10-11,121,1,3,2429.97,0.1,completed,East
2987,2025-10-25,40,19,3,2399.97,0,completed,East
2988,2024-04-09,62,19,1,799.99,0,completed,North
2989,2025-01-27,127,19,4,2719.97,0.15,completed,South
2990,2025-12-14,51,21,5,584.96,0.1,completed,South
2991,2025-09-26,138,17,1,379.99,0.05,completed,West
2992,2025-07-31,144,2,8,4559.92,0.05,completed,North
2993,2025-12-14,157,19,5,3999.95,0,refunded,East
2994,2024-05-12,102,24,9,4274.91,0.05,completed,West
2995,2025-01-14,188,13,6,76.45,0.15,completed,North
2996,2025-02-20,111,16,5,1249.95,0,completed,South
2997,2024-01-14,103,7,3,179.97,0,completed,East
2998,2025-04-24,7,19,10,7599.9,0.05,refunded,West
2999,2024-11-15,32,12,3,11.97,0,refunded,North
3000,2025-06-27,3,3,6,2099.94,0,completed,North
